sub_category,average_rating,discount_pct,selling_price
"Kurtas, Ethnic Sets and Bottoms",0.0,58.0,1234.0
"Kurtas, Ethnic Sets and Bottoms",0.0,57.0,895.0
"Kurtas, Ethnic Sets and Bottoms",0.0,58.0,1234.0
"Kurtas, Ethnic Sets and Bottoms",0.0,58.0,1234.0
"Kurtas, Ethnic Sets and Bottoms",0.0,57.0,895.0
"Kurtas, Ethnic Sets and Bottoms",0.0,56.0,1734.0
"Kurtas, Ethnic Sets and Bottoms",0.0,58.0,1234.0
"Kurtas, Ethnic Sets and Bottoms",0.0,57.0,895.0
"Kurtas, Ethnic Sets and Bottoms",0.0,57.0,895.0
"Kurtas, Ethnic Sets and Bottoms",0.0,56.0,1734.0
"Kurtas, Ethnic Sets and Bottoms",4.1,10.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.8,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",4.1,10.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.6,44.0,555.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",4.1,10.0,899.0
"Kurtas, Ethnic Sets and Bottoms",4.1,10.0,899.0
"Kurtas, Ethnic Sets and Bottoms",4.1,10.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.8,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.8,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.0,53.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,13.0,1299.0
"Kurtas, Ethnic Sets and Bottoms",3.6,13.0,1299.0
"Kurtas, Ethnic Sets and Bottoms",3.6,13.0,1299.0
"Kurtas, Ethnic Sets and Bottoms",3.8,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.8,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.8,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,13.0,1299.0
"Kurtas, Ethnic Sets and Bottoms",3.8,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,13.0,1299.0
"Kurtas, Ethnic Sets and Bottoms",3.6,13.0,1299.0
"Kurtas, Ethnic Sets and Bottoms",3.8,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",4.1,10.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.6,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,45.0,544.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",4.4,49.0,502.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",4.4,50.0,499.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.0,23.0,999.0
"Kurtas, Ethnic Sets and Bottoms",3.0,53.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.0,23.0,999.0
"Kurtas, Ethnic Sets and Bottoms",4.4,45.0,542.0
"Kurtas, Ethnic Sets and Bottoms",3.0,53.0,599.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.0,53.0,599.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.0,53.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.0,53.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.0,23.0,999.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.6,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,30.0,699.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",4.4,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",4.4,45.0,544.0
"Kurtas, Ethnic Sets and Bottoms",3.6,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.0,53.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.6,40.0,599.0
"Kurtas, Ethnic Sets and Bottoms",4.3,60.0,399.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.0,23.0,999.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.6,45.0,544.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.6,49.0,502.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",3.9,43.0,899.0
"Kurtas, Ethnic Sets and Bottoms",2.9,38.0,799.0
"Kurtas, Ethnic Sets and Bottoms",2.9,38.0,799.0
"Kurtas, Ethnic Sets and Bottoms",2.9,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",2.9,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",2.9,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",2.9,38.0,799.0
"Kurtas, Ethnic Sets and Bottoms",2.9,38.0,799.0
"Kurtas, Ethnic Sets and Bottoms",2.9,38.0,799.0
"Kurtas, Ethnic Sets and Bottoms",2.9,38.0,799.0
"Kurtas, Ethnic Sets and Bottoms",2.9,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",2.9,20.0,5200.0
Fabrics,3.3,68.0,379.0
Fabrics,3.3,68.0,379.0
Fabrics,3.3,68.0,379.0
Fabrics,3.3,68.0,379.0
Fabrics,3.3,68.0,379.0
Fabrics,3.3,68.0,379.0
Fabrics,3.3,68.0,379.0
Fabrics,3.3,68.0,379.0
Fabrics,3.3,68.0,379.0
Fabrics,3.3,68.0,379.0
Fabrics,3.3,68.0,379.0
Fabrics,3.3,68.0,379.0
Fabrics,3.3,68.0,379.0
Fabrics,3.3,68.0,379.0
Fabrics,3.3,68.0,379.0
Fabrics,3.3,68.0,379.0
Fabrics,3.3,68.0,379.0
Fabrics,3.3,69.0,759.0
Fabrics,3.3,68.0,379.0
Fabrics,3.3,68.0,379.0
"Kurtas, Ethnic Sets and Bottoms",4.1,66.0,798.0
"Kurtas, Ethnic Sets and Bottoms",4.0,66.0,399.0
"Kurtas, Ethnic Sets and Bottoms",4.1,42.0,402.0
"Kurtas, Ethnic Sets and Bottoms",4.2,42.0,574.0
"Kurtas, Ethnic Sets and Bottoms",3.6,34.0,384.0
"Kurtas, Ethnic Sets and Bottoms",3.7,63.0,361.0
"Kurtas, Ethnic Sets and Bottoms",4.1,42.0,402.0
"Kurtas, Ethnic Sets and Bottoms",4.2,35.0,584.0
"Kurtas, Ethnic Sets and Bottoms",4.1,49.0,402.0
"Kurtas, Ethnic Sets and Bottoms",4.2,25.0,570.0
"Kurtas, Ethnic Sets and Bottoms",4.2,25.0,570.0
"Kurtas, Ethnic Sets and Bottoms",4.8,30.0,753.0
"Kurtas, Ethnic Sets and Bottoms",4.2,25.0,570.0
"Kurtas, Ethnic Sets and Bottoms",4.2,39.0,854.0
"Kurtas, Ethnic Sets and Bottoms",4.2,35.0,979.0
"Kurtas, Ethnic Sets and Bottoms",4.2,36.0,846.0
"Kurtas, Ethnic Sets and Bottoms",4.2,33.0,909.0
"Kurtas, Ethnic Sets and Bottoms",4.2,42.0,608.0
"Kurtas, Ethnic Sets and Bottoms",4.2,42.0,608.0
"Kurtas, Ethnic Sets and Bottoms",4.2,42.0,557.0
"Kurtas, Ethnic Sets and Bottoms",4.2,42.0,557.0
"Kurtas, Ethnic Sets and Bottoms",4.2,42.0,556.0
"Kurtas, Ethnic Sets and Bottoms",4.2,42.0,556.0
"Kurtas, Ethnic Sets and Bottoms",4.2,42.0,608.0
"Kurtas, Ethnic Sets and Bottoms",4.2,42.0,556.0
"Kurtas, Ethnic Sets and Bottoms",4.2,42.0,557.0
"Kurtas, Ethnic Sets and Bottoms",4.2,42.0,557.0
"Kurtas, Ethnic Sets and Bottoms",4.2,42.0,557.0
"Kurtas, Ethnic Sets and Bottoms",4.2,42.0,556.0
"Kurtas, Ethnic Sets and Bottoms",4.2,42.0,556.0
"Kurtas, Ethnic Sets and Bottoms",4.2,37.0,570.0
"Kurtas, Ethnic Sets and Bottoms",4.2,42.0,533.0
"Kurtas, Ethnic Sets and Bottoms",4.2,41.0,462.0
"Kurtas, Ethnic Sets and Bottoms",4.2,37.0,1082.0
"Kurtas, Ethnic Sets and Bottoms",4.2,35.0,640.0
"Kurtas, Ethnic Sets and Bottoms",4.2,36.0,451.0
"Kurtas, Ethnic Sets and Bottoms",4.2,37.0,832.0
"Kurtas, Ethnic Sets and Bottoms",4.2,42.0,608.0
"Kurtas, Ethnic Sets and Bottoms",4.2,35.0,544.0
"Kurtas, Ethnic Sets and Bottoms",4.2,8.0,570.0
"Kurtas, Ethnic Sets and Bottoms",4.2,16.0,606.0
"Kurtas, Ethnic Sets and Bottoms",4.2,30.0,753.0
"Kurtas, Ethnic Sets and Bottoms",4.2,35.0,584.0
"Kurtas, Ethnic Sets and Bottoms",4.2,25.0,609.0
"Kurtas, Ethnic Sets and Bottoms",3.7,47.0,361.0
"Kurtas, Ethnic Sets and Bottoms",3.7,48.0,361.0
"Kurtas, Ethnic Sets and Bottoms",3.7,48.0,361.0
"Kurtas, Ethnic Sets and Bottoms",3.7,48.0,361.0
"Kurtas, Ethnic Sets and Bottoms",4.8,30.0,753.0
"Kurtas, Ethnic Sets and Bottoms",4.2,37.0,1435.0
"Kurtas, Ethnic Sets and Bottoms",4.2,44.0,703.0
"Kurtas, Ethnic Sets and Bottoms",4.2,32.0,2102.0
"Kurtas, Ethnic Sets and Bottoms",4.2,40.0,1966.0
"Kurtas, Ethnic Sets and Bottoms",4.2,37.0,623.0
"Kurtas, Ethnic Sets and Bottoms",4.2,45.0,1123.0
"Kurtas, Ethnic Sets and Bottoms",4.2,40.0,3292.0
"Kurtas, Ethnic Sets and Bottoms",4.2,37.0,1754.0
"Kurtas, Ethnic Sets and Bottoms",4.2,42.0,762.0
"Kurtas, Ethnic Sets and Bottoms",4.2,36.0,1405.0
"Kurtas, Ethnic Sets and Bottoms",4.2,37.0,1360.0
"Kurtas, Ethnic Sets and Bottoms",4.2,35.0,1655.0
"Kurtas, Ethnic Sets and Bottoms",4.2,40.0,1548.0
"Kurtas, Ethnic Sets and Bottoms",4.2,37.0,1214.0
"Kurtas, Ethnic Sets and Bottoms",4.2,34.0,2653.0
"Kurtas, Ethnic Sets and Bottoms",4.2,41.0,3898.0
"Kurtas, Ethnic Sets and Bottoms",4.2,35.0,584.0
"Kurtas, Ethnic Sets and Bottoms",4.2,36.0,1312.0
"Kurtas, Ethnic Sets and Bottoms",4.2,39.0,1248.0
"Kurtas, Ethnic Sets and Bottoms",4.2,41.0,1650.0
"Kurtas, Ethnic Sets and Bottoms",4.2,35.0,1471.0
"Kurtas, Ethnic Sets and Bottoms",4.2,36.0,1229.0
"Kurtas, Ethnic Sets and Bottoms",4.2,33.0,1323.0
"Kurtas, Ethnic Sets and Bottoms",4.2,36.0,667.0
"Kurtas, Ethnic Sets and Bottoms",3.6,45.0,384.0
"Kurtas, Ethnic Sets and Bottoms",4.2,25.0,570.0
"Kurtas, Ethnic Sets and Bottoms",3.6,45.0,384.0
"Kurtas, Ethnic Sets and Bottoms",4.2,36.0,758.0
"Kurtas, Ethnic Sets and Bottoms",4.2,35.0,402.0
"Kurtas, Ethnic Sets and Bottoms",4.8,30.0,753.0
"Kurtas, Ethnic Sets and Bottoms",4.2,37.0,892.0
"Kurtas, Ethnic Sets and Bottoms",4.2,31.0,1195.0
"Kurtas, Ethnic Sets and Bottoms",4.2,42.0,664.0
"Kurtas, Ethnic Sets and Bottoms",4.2,32.0,646.0
"Kurtas, Ethnic Sets and Bottoms",4.2,35.0,1742.0
"Kurtas, Ethnic Sets and Bottoms",4.2,38.0,1319.0
"Kurtas, Ethnic Sets and Bottoms",4.2,57.0,639.0
"Kurtas, Ethnic Sets and Bottoms",4.2,32.0,646.0
"Kurtas, Ethnic Sets and Bottoms",4.1,42.0,402.0
"Kurtas, Ethnic Sets and Bottoms",4.2,32.0,646.0
"Kurtas, Ethnic Sets and Bottoms",4.2,49.0,1592.0
"Kurtas, Ethnic Sets and Bottoms",4.2,35.0,1945.0
"Kurtas, Ethnic Sets and Bottoms",4.2,51.0,2096.0
"Kurtas, Ethnic Sets and Bottoms",4.2,36.0,2096.0
"Kurtas, Ethnic Sets and Bottoms",4.2,36.0,2391.0
"Kurtas, Ethnic Sets and Bottoms",4.2,38.0,2035.0
"Kurtas, Ethnic Sets and Bottoms",4.2,36.0,1808.0
"Kurtas, Ethnic Sets and Bottoms",4.2,35.0,2835.0
"Kurtas, Ethnic Sets and Bottoms",4.2,33.0,2318.0
"Kurtas, Ethnic Sets and Bottoms",4.2,37.0,2409.0
"Kurtas, Ethnic Sets and Bottoms",4.2,41.0,3243.0
"Kurtas, Ethnic Sets and Bottoms",4.2,53.0,1659.0
"Kurtas, Ethnic Sets and Bottoms",4.2,35.0,2595.0
"Kurtas, Ethnic Sets and Bottoms",4.2,30.0,3071.0
"Kurtas, Ethnic Sets and Bottoms",4.2,36.0,3063.0
"Kurtas, Ethnic Sets and Bottoms",4.2,31.0,2604.0
"Kurtas, Ethnic Sets and Bottoms",4.2,40.0,2393.0
"Kurtas, Ethnic Sets and Bottoms",4.2,33.0,2873.0
"Kurtas, Ethnic Sets and Bottoms",4.2,40.0,1728.0
"Kurtas, Ethnic Sets and Bottoms",4.2,35.0,2964.0
"Kurtas, Ethnic Sets and Bottoms",4.2,39.0,2038.0
"Kurtas, Ethnic Sets and Bottoms",4.2,40.0,2774.0
"Kurtas, Ethnic Sets and Bottoms",4.2,34.0,2407.0
"Kurtas, Ethnic Sets and Bottoms",4.2,19.0,2463.0
"Kurtas, Ethnic Sets and Bottoms",4.2,40.0,2489.0
"Kurtas, Ethnic Sets and Bottoms",4.2,33.0,2873.0
"Kurtas, Ethnic Sets and Bottoms",4.2,37.0,2132.0
"Kurtas, Ethnic Sets and Bottoms",4.2,41.0,2501.0
"Kurtas, Ethnic Sets and Bottoms",4.2,42.0,2875.0
"Kurtas, Ethnic Sets and Bottoms",4.2,41.0,3103.0
"Kurtas, Ethnic Sets and Bottoms",4.2,39.0,2136.0
"Kurtas, Ethnic Sets and Bottoms",4.2,34.0,1933.0
"Kurtas, Ethnic Sets and Bottoms",4.2,41.0,3288.0
"Kurtas, Ethnic Sets and Bottoms",4.2,40.0,1923.0
"Kurtas, Ethnic Sets and Bottoms",3.6,70.0,384.0
"Kurtas, Ethnic Sets and Bottoms",4.2,33.0,2246.0
"Kurtas, Ethnic Sets and Bottoms",4.2,41.0,2784.0
"Kurtas, Ethnic Sets and Bottoms",4.2,36.0,3505.0
"Kurtas, Ethnic Sets and Bottoms",4.2,40.0,3406.0
"Kurtas, Ethnic Sets and Bottoms",4.2,41.0,4035.0
"Kurtas, Ethnic Sets and Bottoms",4.2,41.0,4029.0
"Kurtas, Ethnic Sets and Bottoms",4.2,41.0,3671.0
"Kurtas, Ethnic Sets and Bottoms",4.2,41.0,4783.0
"Kurtas, Ethnic Sets and Bottoms",4.2,41.0,3570.0
"Kurtas, Ethnic Sets and Bottoms",4.2,41.0,4232.0
"Kurtas, Ethnic Sets and Bottoms",4.2,32.0,646.0
"Kurtas, Ethnic Sets and Bottoms",4.2,38.0,1728.0
"Kurtas, Ethnic Sets and Bottoms",3.6,45.0,384.0
"Kurtas, Ethnic Sets and Bottoms",4.2,24.0,469.0
"Kurtas, Ethnic Sets and Bottoms",4.2,35.0,584.0
"Kurtas, Ethnic Sets and Bottoms",4.2,49.0,399.0
"Kurtas, Ethnic Sets and Bottoms",4.0,34.0,310.0
"Kurtas, Ethnic Sets and Bottoms",4.3,47.0,549.0
"Kurtas, Ethnic Sets and Bottoms",4.7,55.0,449.0
"Kurtas, Ethnic Sets and Bottoms",3.8,38.0,425.0
"Kurtas, Ethnic Sets and Bottoms",3.8,53.0,299.0
"Kurtas, Ethnic Sets and Bottoms",4.3,51.0,410.0
"Kurtas, Ethnic Sets and Bottoms",3.8,42.0,272.0
"Kurtas, Ethnic Sets and Bottoms",3.8,34.0,285.0
"Kurtas, Ethnic Sets and Bottoms",3.8,49.0,355.0
"Kurtas, Ethnic Sets and Bottoms",3.6,44.0,525.0
"Kurtas, Ethnic Sets and Bottoms",4.7,52.0,525.0
"Kurtas, Ethnic Sets and Bottoms",4.3,44.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.1,43.0,245.0
"Kurtas, Ethnic Sets and Bottoms",3.8,47.0,365.0
"Kurtas, Ethnic Sets and Bottoms",3.5,25.0,749.0
"Kurtas, Ethnic Sets and Bottoms",3.8,51.0,649.0
"Kurtas, Ethnic Sets and Bottoms",4.4,19.0,525.0
"Kurtas, Ethnic Sets and Bottoms",3.8,36.0,949.0
"Kurtas, Ethnic Sets and Bottoms",3.8,36.0,949.0
"Kurtas, Ethnic Sets and Bottoms",3.8,50.0,1049.0
"Kurtas, Ethnic Sets and Bottoms",4.0,36.0,949.0
"Kurtas, Ethnic Sets and Bottoms",3.8,43.0,845.0
"Kurtas, Ethnic Sets and Bottoms",3.8,47.0,365.0
"Kurtas, Ethnic Sets and Bottoms",3.8,58.0,749.0
"Kurtas, Ethnic Sets and Bottoms",3.8,33.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.8,43.0,845.0
"Kurtas, Ethnic Sets and Bottoms",3.8,36.0,949.0
"Kurtas, Ethnic Sets and Bottoms",3.8,52.0,325.0
"Kurtas, Ethnic Sets and Bottoms",4.1,45.0,325.0
"Kurtas, Ethnic Sets and Bottoms",3.8,45.0,325.0
"Kurtas, Ethnic Sets and Bottoms",3.8,50.0,1049.0
"Kurtas, Ethnic Sets and Bottoms",4.1,45.0,325.0
"Kurtas, Ethnic Sets and Bottoms",3.8,49.0,349.0
"Kurtas, Ethnic Sets and Bottoms",4.3,47.0,499.0
"Kurtas, Ethnic Sets and Bottoms",3.8,50.0,349.0
"Kurtas, Ethnic Sets and Bottoms",3.8,45.0,325.0
"Kurtas, Ethnic Sets and Bottoms",3.8,45.0,325.0
