sub_category,average_rating,discount_pct,selling_price
"Kurtas, Ethnic Sets and Bottoms",3.8,45.0,325.0
"Kurtas, Ethnic Sets and Bottoms",3.8,45.0,325.0
"Kurtas, Ethnic Sets and Bottoms",3.8,49.0,325.0
"Kurtas, Ethnic Sets and Bottoms",3.8,46.0,320.0
"Kurtas, Ethnic Sets and Bottoms",3.8,46.0,320.0
"Kurtas, Ethnic Sets and Bottoms",3.8,49.0,349.0
"Kurtas, Ethnic Sets and Bottoms",3.8,45.0,325.0
"Kurtas, Ethnic Sets and Bottoms",3.8,45.0,325.0
"Kurtas, Ethnic Sets and Bottoms",3.8,45.0,325.0
"Kurtas, Ethnic Sets and Bottoms",3.8,46.0,320.0
"Kurtas, Ethnic Sets and Bottoms",3.8,49.0,325.0
"Kurtas, Ethnic Sets and Bottoms",3.8,45.0,325.0
"Kurtas, Ethnic Sets and Bottoms",3.8,46.0,320.0
"Kurtas, Ethnic Sets and Bottoms",4.3,50.0,1049.0
"Kurtas, Ethnic Sets and Bottoms",3.8,45.0,325.0
"Kurtas, Ethnic Sets and Bottoms",3.8,40.0,625.0
"Kurtas, Ethnic Sets and Bottoms",3.8,48.0,335.0
"Kurtas, Ethnic Sets and Bottoms",3.8,43.0,525.0
"Kurtas, Ethnic Sets and Bottoms",3.8,46.0,849.0
"Kurtas, Ethnic Sets and Bottoms",3.8,48.0,335.0
"Kurtas, Ethnic Sets and Bottoms",3.8,44.0,549.0
"Kurtas, Ethnic Sets and Bottoms",3.8,50.0,449.0
"Kurtas, Ethnic Sets and Bottoms",3.8,46.0,849.0
"Kurtas, Ethnic Sets and Bottoms",3.8,19.0,525.0
"Kurtas, Ethnic Sets and Bottoms",3.8,38.0,325.0
"Kurtas, Ethnic Sets and Bottoms",3.8,49.0,325.0
"Kurtas, Ethnic Sets and Bottoms",3.8,48.0,335.0
"Kurtas, Ethnic Sets and Bottoms",4.0,33.0,349.0
"Kurtas, Ethnic Sets and Bottoms",3.8,45.0,325.0
"Kurtas, Ethnic Sets and Bottoms",3.8,48.0,335.0
"Kurtas, Ethnic Sets and Bottoms",3.8,49.0,325.0
"Kurtas, Ethnic Sets and Bottoms",3.8,48.0,335.0
"Kurtas, Ethnic Sets and Bottoms",4.5,33.0,349.0
"Kurtas, Ethnic Sets and Bottoms",3.8,40.0,325.0
"Kurtas, Ethnic Sets and Bottoms",3.8,49.0,349.0
"Kurtas, Ethnic Sets and Bottoms",3.8,48.0,335.0
"Kurtas, Ethnic Sets and Bottoms",3.8,58.0,249.0
"Kurtas, Ethnic Sets and Bottoms",3.8,43.0,849.0
"Kurtas, Ethnic Sets and Bottoms",3.8,49.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.8,49.0,499.0
"Kurtas, Ethnic Sets and Bottoms",3.8,53.0,299.0
"Kurtas, Ethnic Sets and Bottoms",5.0,45.0,949.0
"Kurtas, Ethnic Sets and Bottoms",3.8,49.0,355.0
"Kurtas, Ethnic Sets and Bottoms",3.8,41.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.8,56.0,1299.0
"Kurtas, Ethnic Sets and Bottoms",4.0,44.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.8,53.0,349.0
"Kurtas, Ethnic Sets and Bottoms",3.8,49.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.8,58.0,1075.0
"Kurtas, Ethnic Sets and Bottoms",4.1,45.0,325.0
"Kurtas, Ethnic Sets and Bottoms",3.8,49.0,685.0
"Kurtas, Ethnic Sets and Bottoms",4.0,49.0,349.0
"Kurtas, Ethnic Sets and Bottoms",3.5,49.0,349.0
"Kurtas, Ethnic Sets and Bottoms",3.8,49.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.8,47.0,549.0
"Kurtas, Ethnic Sets and Bottoms",3.8,45.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.8,45.0,625.0
"Kurtas, Ethnic Sets and Bottoms",3.8,45.0,625.0
"Kurtas, Ethnic Sets and Bottoms",3.8,36.0,635.0
"Kurtas, Ethnic Sets and Bottoms",3.8,36.0,635.0
"Kurtas, Ethnic Sets and Bottoms",3.8,28.0,499.0
"Kurtas, Ethnic Sets and Bottoms",3.8,55.0,849.0
"Kurtas, Ethnic Sets and Bottoms",3.8,55.0,1349.0
"Kurtas, Ethnic Sets and Bottoms",3.8,48.0,649.0
"Kurtas, Ethnic Sets and Bottoms",3.8,51.0,290.0
"Kurtas, Ethnic Sets and Bottoms",3.8,34.0,725.0
"Kurtas, Ethnic Sets and Bottoms",3.8,52.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.8,52.0,1299.0
"Kurtas, Ethnic Sets and Bottoms",3.8,45.0,325.0
"Kurtas, Ethnic Sets and Bottoms",3.8,55.0,399.0
"Kurtas, Ethnic Sets and Bottoms",3.8,56.0,349.0
"Kurtas, Ethnic Sets and Bottoms",3.8,52.0,335.0
"Kurtas, Ethnic Sets and Bottoms",3.8,56.0,875.0
"Kurtas, Ethnic Sets and Bottoms",3.8,52.0,525.0
"Kurtas, Ethnic Sets and Bottoms",3.8,48.0,649.0
"Kurtas, Ethnic Sets and Bottoms",3.8,59.0,625.0
"Kurtas, Ethnic Sets and Bottoms",3.8,51.0,290.0
"Kurtas, Ethnic Sets and Bottoms",3.8,48.0,649.0
"Kurtas, Ethnic Sets and Bottoms",3.8,55.0,1349.0
"Kurtas, Ethnic Sets and Bottoms",3.8,58.0,1049.0
"Kurtas, Ethnic Sets and Bottoms",3.8,55.0,355.0
"Kurtas, Ethnic Sets and Bottoms",3.8,28.0,499.0
"Kurtas, Ethnic Sets and Bottoms",3.8,28.0,499.0
"Kurtas, Ethnic Sets and Bottoms",3.8,50.0,1499.0
"Kurtas, Ethnic Sets and Bottoms",3.8,57.0,799.0
"Kurtas, Ethnic Sets and Bottoms",3.8,53.0,1599.0
"Kurtas, Ethnic Sets and Bottoms",3.8,53.0,349.0
"Kurtas, Ethnic Sets and Bottoms",4.2,53.0,299.0
"Kurtas, Ethnic Sets and Bottoms",4.1,50.0,299.0
"Kurtas, Ethnic Sets and Bottoms",3.8,55.0,1349.0
"Kurtas, Ethnic Sets and Bottoms",3.8,69.0,499.0
"Kurtas, Ethnic Sets and Bottoms",3.1,45.0,235.0
"Kurtas, Ethnic Sets and Bottoms",3.8,47.0,235.0
"Kurtas, Ethnic Sets and Bottoms",3.3,50.0,449.0
"Kurtas, Ethnic Sets and Bottoms",2.7,49.0,355.0
"Kurtas, Ethnic Sets and Bottoms",3.3,60.0,649.0
"Kurtas, Ethnic Sets and Bottoms",3.2,51.0,315.0
"Kurtas, Ethnic Sets and Bottoms",2.0,45.0,325.0
"Kurtas, Ethnic Sets and Bottoms",3.0,52.0,525.0
"Kurtas, Ethnic Sets and Bottoms",3.8,33.0,349.0
"Kurtas, Ethnic Sets and Bottoms",4.1,34.0,325.0
"Kurtas, Ethnic Sets and Bottoms",1.0,55.0,399.0
"Kurtas, Ethnic Sets and Bottoms",1.7,49.0,349.0
"Kurtas, Ethnic Sets and Bottoms",3.8,46.0,349.0
"Kurtas, Ethnic Sets and Bottoms",2.0,48.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.8,56.0,1549.0
"Kurtas, Ethnic Sets and Bottoms",3.8,45.0,325.0
Fabrics,1.7,6.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.8,0,2499.0
"Kurtas, Ethnic Sets and Bottoms",2.2,45.0,1264.0
"Kurtas, Ethnic Sets and Bottoms",4.3,50.0,1249.0
"Kurtas, Ethnic Sets and Bottoms",0.0,55.0,1124.0
"Kurtas, Ethnic Sets and Bottoms",3.4,55.0,1124.0
"Kurtas, Ethnic Sets and Bottoms",3.6,0,1899.0
"Kurtas, Ethnic Sets and Bottoms",2.7,59.0,809.0
"Kurtas, Ethnic Sets and Bottoms",2.7,71.0,566.0
"Kurtas, Ethnic Sets and Bottoms",2.7,70.0,597.0
"Kurtas, Ethnic Sets and Bottoms",4.2,57.0,469.0
"Kurtas, Ethnic Sets and Bottoms",4.2,57.0,469.0
"Kurtas, Ethnic Sets and Bottoms",4.1,57.0,469.0
"Kurtas, Ethnic Sets and Bottoms",4.2,57.0,469.0
"Kurtas, Ethnic Sets and Bottoms",4.2,59.0,448.0
"Kurtas, Ethnic Sets and Bottoms",4.2,57.0,469.0
"Kurtas, Ethnic Sets and Bottoms",4.5,57.0,469.0
"Kurtas, Ethnic Sets and Bottoms",4.1,57.0,469.0
"Kurtas, Ethnic Sets and Bottoms",4.2,57.0,469.0
"Kurtas, Ethnic Sets and Bottoms",4.2,57.0,469.0
"Kurtas, Ethnic Sets and Bottoms",4.2,57.0,469.0
"Kurtas, Ethnic Sets and Bottoms",4.1,57.0,469.0
"Kurtas, Ethnic Sets and Bottoms",4.2,57.0,469.0
"Kurtas, Ethnic Sets and Bottoms",4.2,57.0,469.0
"Kurtas, Ethnic Sets and Bottoms",2.5,33.0,799.0
"Kurtas, Ethnic Sets and Bottoms",0.0,24.0,636.0
"Kurtas, Ethnic Sets and Bottoms",0.0,31.0,685.0
"Kurtas, Ethnic Sets and Bottoms",0.0,31.0,700.0
"Kurtas, Ethnic Sets and Bottoms",0.0,0,650.0
"Kurtas, Ethnic Sets and Bottoms",0.0,0,750.0
"Kurtas, Ethnic Sets and Bottoms",0.0,0,700.0
"Kurtas, Ethnic Sets and Bottoms",0.0,28.0,2924.0
"Kurtas, Ethnic Sets and Bottoms",0.0,12.0,4387.0
"Kurtas, Ethnic Sets and Bottoms",2.8,37.0,499.0
"Kurtas, Ethnic Sets and Bottoms",4.3,20.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.0,0,299.0
"Kurtas, Ethnic Sets and Bottoms",4.3,20.0,599.0
"Kurtas, Ethnic Sets and Bottoms",4.3,20.0,599.0
"Kurtas, Ethnic Sets and Bottoms",3.5,56.0,1298.0
"Kurtas, Ethnic Sets and Bottoms",3.9,25.0,519.0
"Kurtas, Ethnic Sets and Bottoms",3.9,28.0,499.0
"Kurtas, Ethnic Sets and Bottoms",0.0,14.0,600.0
"Kurtas, Ethnic Sets and Bottoms",0.0,13.0,1300.0
"Kurtas, Ethnic Sets and Bottoms",0.0,16.0,1250.0
"Kurtas, Ethnic Sets and Bottoms",5.0,61.0,499.0
"Kurtas, Ethnic Sets and Bottoms",1.8,34.0,650.0
"Kurtas, Ethnic Sets and Bottoms",1.8,46.0,320.0
"Kurtas, Ethnic Sets and Bottoms",1.7,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",1.8,31.0,1099.0
"Kurtas, Ethnic Sets and Bottoms",1.8,46.0,799.0
"Kurtas, Ethnic Sets and Bottoms",1.8,38.0,799.0
"Kurtas, Ethnic Sets and Bottoms",1.8,41.0,350.0
"Kurtas, Ethnic Sets and Bottoms",1.8,56.0,699.0
"Kurtas, Ethnic Sets and Bottoms",1.8,46.0,699.0
"Kurtas, Ethnic Sets and Bottoms",1.8,63.0,369.0
"Kurtas, Ethnic Sets and Bottoms",1.8,50.0,499.0
"Kurtas, Ethnic Sets and Bottoms",1.8,67.0,320.0
"Kurtas, Ethnic Sets and Bottoms",1.8,60.0,399.0
"Kurtas, Ethnic Sets and Bottoms",1.8,61.0,499.0
"Kurtas, Ethnic Sets and Bottoms",1.8,61.0,499.0
"Kurtas, Ethnic Sets and Bottoms",1.8,50.0,499.0
"Kurtas, Ethnic Sets and Bottoms",1.8,50.0,799.0
"Kurtas, Ethnic Sets and Bottoms",1.8,65.0,899.0
"Kurtas, Ethnic Sets and Bottoms",1.8,50.0,799.0
"Kurtas, Ethnic Sets and Bottoms",1.8,72.0,499.0
"Kurtas, Ethnic Sets and Bottoms",1.8,60.0,399.0
"Kurtas, Ethnic Sets and Bottoms",1.8,48.0,1299.0
"Kurtas, Ethnic Sets and Bottoms",1.8,60.0,399.0
"Kurtas, Ethnic Sets and Bottoms",1.8,43.0,1299.0
"Kurtas, Ethnic Sets and Bottoms",1.8,62.0,599.0
"Kurtas, Ethnic Sets and Bottoms",1.8,53.0,699.0
"Kurtas, Ethnic Sets and Bottoms",1.8,62.0,599.0
"Kurtas, Ethnic Sets and Bottoms",1.8,50.0,499.0
"Kurtas, Ethnic Sets and Bottoms",1.8,56.0,699.0
"Kurtas, Ethnic Sets and Bottoms",1.7,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",1.7,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",1.7,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",1.7,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",1.7,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",1.7,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",1.7,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",1.7,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",1.7,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",1.7,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",1.7,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",1.7,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",1.7,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",1.7,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",1.7,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",1.7,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",1.7,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",1.7,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",1.7,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",1.7,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",1.7,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",1.7,37.0,999.0
"Kurtas, Ethnic Sets and Bottoms",3.8,64.0,629.0
"Kurtas, Ethnic Sets and Bottoms",3.8,64.0,629.0
"Kurtas, Ethnic Sets and Bottoms",4.1,64.0,629.0
"Kurtas, Ethnic Sets and Bottoms",3.8,64.0,629.0
"Kurtas, Ethnic Sets and Bottoms",3.8,64.0,629.0
"Kurtas, Ethnic Sets and Bottoms",3.8,64.0,629.0
"Kurtas, Ethnic Sets and Bottoms",3.8,64.0,629.0
"Kurtas, Ethnic Sets and Bottoms",3.8,64.0,629.0
"Kurtas, Ethnic Sets and Bottoms",3.8,64.0,629.0
"Kurtas, Ethnic Sets and Bottoms",3.8,64.0,629.0
"Kurtas, Ethnic Sets and Bottoms",3.8,64.0,629.0
"Kurtas, Ethnic Sets and Bottoms",4.1,64.0,629.0
"Kurtas, Ethnic Sets and Bottoms",3.8,64.0,629.0
"Kurtas, Ethnic Sets and Bottoms",3.8,64.0,629.0
"Kurtas, Ethnic Sets and Bottoms",3.8,64.0,629.0
"Kurtas, Ethnic Sets and Bottoms",3.8,64.0,629.0
"Kurtas, Ethnic Sets and Bottoms",3.8,64.0,629.0
"Kurtas, Ethnic Sets and Bottoms",3.8,64.0,629.0
"Kurtas, Ethnic Sets and Bottoms",4.1,64.0,629.0
"Kurtas, Ethnic Sets and Bottoms",3.8,64.0,629.0
"Kurtas, Ethnic Sets and Bottoms",3.8,64.0,629.0
"Kurtas, Ethnic Sets and Bottoms",3.8,64.0,629.0
"Kurtas, Ethnic Sets and Bottoms",3.8,64.0,629.0
"Kurtas, Ethnic Sets and Bottoms",4.1,64.0,629.0
"Kurtas, Ethnic Sets and Bottoms",4.1,64.0,629.0
"Kurtas, Ethnic Sets and Bottoms",3.8,64.0,629.0
"Kurtas, Ethnic Sets and Bottoms",3.9,49.0,552.0
"Kurtas, Ethnic Sets and Bottoms",3.9,48.0,569.0
"Kurtas, Ethnic Sets and Bottoms",3.9,48.0,569.0
"Kurtas, Ethnic Sets and Bottoms",3.9,48.0,569.0
"Kurtas, Ethnic Sets and Bottoms",4.2,48.0,569.0
"Kurtas, Ethnic Sets and Bottoms",3.9,48.0,569.0
"Kurtas, Ethnic Sets and Bottoms",3.9,48.0,569.0
"Kurtas, Ethnic Sets and Bottoms",4.2,48.0,569.0
"Kurtas, Ethnic Sets and Bottoms",3.9,48.0,569.0
"Kurtas, Ethnic Sets and Bottoms",2.2,50.0,600.0
"Kurtas, Ethnic Sets and Bottoms",2.2,50.0,600.0
"Kurtas, Ethnic Sets and Bottoms",2.2,50.0,600.0
"Kurtas, Ethnic Sets and Bottoms",2.2,50.0,600.0
"Kurtas, Ethnic Sets and Bottoms",2.2,50.0,600.0
"Kurtas, Ethnic Sets and Bottoms",2.2,50.0,600.0
"Kurtas, Ethnic Sets and Bottoms",4.0,72.0,702.0
"Kurtas, Ethnic Sets and Bottoms",4.0,72.0,719.0
"Kurtas, Ethnic Sets and Bottoms",3.8,72.0,719.0
"Kurtas, Ethnic Sets and Bottoms",3.7,75.0,647.0
"Kurtas, Ethnic Sets and Bottoms",4.0,74.0,660.0
"Kurtas, Ethnic Sets and Bottoms",4.0,75.0,647.0
"Kurtas, Ethnic Sets and Bottoms",4.0,79.0,538.0
"Kurtas, Ethnic Sets and Bottoms",4.0,73.0,677.0
"Kurtas, Ethnic Sets and Bottoms",3.6,75.0,647.0
"Kurtas, Ethnic Sets and Bottoms",2.9,64.0,719.0
"Kurtas, Ethnic Sets and Bottoms",3.8,72.0,719.0
"Kurtas, Ethnic Sets and Bottoms",4.4,72.0,719.0
"Kurtas, Ethnic Sets and Bottoms",3.3,72.0,719.0
"Kurtas, Ethnic Sets and Bottoms",3.8,72.0,719.0
"Kurtas, Ethnic Sets and Bottoms",3.8,72.0,719.0
"Kurtas, Ethnic Sets and Bottoms",2.9,76.0,449.0
"Kurtas, Ethnic Sets and Bottoms",4.0,80.0,499.0
"Kurtas, Ethnic Sets and Bottoms",2.9,80.0,494.0
"Kurtas, Ethnic Sets and Bottoms",2.0,78.0,566.0
"Kurtas, Ethnic Sets and Bottoms",2.9,48.0,1035.0
"Kurtas, Ethnic Sets and Bottoms",5.0,72.0,719.0
"Kurtas, Ethnic Sets and Bottoms",2.9,75.0,629.0
"Kurtas, Ethnic Sets and Bottoms",3.7,80.0,499.0
"Kurtas, Ethnic Sets and Bottoms",3.8,72.0,719.0
"Kurtas, Ethnic Sets and Bottoms",2.9,80.0,499.0
"Kurtas, Ethnic Sets and Bottoms",2.9,48.0,1035.0
"Kurtas, Ethnic Sets and Bottoms",2.9,64.0,719.0
"Kurtas, Ethnic Sets and Bottoms",2.8,82.0,449.0
"Kurtas, Ethnic Sets and Bottoms",5.0,82.0,449.0
"Kurtas, Ethnic Sets and Bottoms",2.9,41.0,1169.0
"Kurtas, Ethnic Sets and Bottoms",2.9,41.0,1169.0
"Kurtas, Ethnic Sets and Bottoms",2.9,41.0,1169.0
"Kurtas, Ethnic Sets and Bottoms",2.9,41.0,1169.0
"Kurtas, Ethnic Sets and Bottoms",2.9,72.0,719.0
"Kurtas, Ethnic Sets and Bottoms",2.9,63.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.3,72.0,719.0
"Kurtas, Ethnic Sets and Bottoms",2.9,80.0,499.0
"Kurtas, Ethnic Sets and Bottoms",2.9,72.0,719.0
"Kurtas, Ethnic Sets and Bottoms",2.9,72.0,719.0
"Kurtas, Ethnic Sets and Bottoms",1.0,80.0,494.0
Fabrics,3.7,44.0,359.0
Fabrics,3.6,30.0,349.0
Fabrics,2.4,44.0,499.0
Fabrics,2.4,47.0,399.0
Fabrics,2.9,46.0,399.0
Fabrics,2.4,40.0,389.0
Fabrics,2.4,40.0,359.0
Fabrics,2.4,48.0,359.0
Fabrics,2.4,50.0,399.0
Fabrics,2.4,67.0,449.0
"Kurtas, Ethnic Sets and Bottoms",3.9,73.0,390.0
"Kurtas, Ethnic Sets and Bottoms",4.1,64.0,425.0
"Kurtas, Ethnic Sets and Bottoms",4.1,73.0,420.0
"Kurtas, Ethnic Sets and Bottoms",4.3,70.0,450.0
"Kurtas, Ethnic Sets and Bottoms",3.0,72.0,390.0
"Kurtas, Ethnic Sets and Bottoms",4.1,66.0,495.0
"Kurtas, Ethnic Sets and Bottoms",4.1,74.0,519.0
"Kurtas, Ethnic Sets and Bottoms",4.1,73.0,390.0
"Kurtas, Ethnic Sets and Bottoms",3.9,72.0,390.0
"Kurtas, Ethnic Sets and Bottoms",3.0,72.0,390.0
"Kurtas, Ethnic Sets and Bottoms",4.1,74.0,519.0
"Kurtas, Ethnic Sets and Bottoms",5.0,64.0,390.0
"Kurtas, Ethnic Sets and Bottoms",3.9,72.0,390.0
"Kurtas, Ethnic Sets and Bottoms",3.0,72.0,390.0
"Kurtas, Ethnic Sets and Bottoms",3.0,72.0,390.0
"Kurtas, Ethnic Sets and Bottoms",3.0,72.0,390.0
"Kurtas, Ethnic Sets and Bottoms",3.0,72.0,390.0
"Kurtas, Ethnic Sets and Bottoms",4.1,74.0,519.0
"Kurtas, Ethnic Sets and Bottoms",3.0,72.0,390.0
"Kurtas, Ethnic Sets and Bottoms",3.0,72.0,390.0
"Kurtas, Ethnic Sets and Bottoms",3.0,72.0,390.0
"Kurtas, Ethnic Sets and Bottoms",4.1,66.0,495.0
"Kurtas, Ethnic Sets and Bottoms",4.1,66.0,495.0
"Kurtas, Ethnic Sets and Bottoms",4.1,66.0,495.0
"Kurtas, Ethnic Sets and Bottoms",3.0,72.0,390.0
"Kurtas, Ethnic Sets and Bottoms",4.1,73.0,390.0
"Kurtas, Ethnic Sets and Bottoms",4.1,66.0,495.0
"Kurtas, Ethnic Sets and Bottoms",4.1,74.0,519.0
"Kurtas, Ethnic Sets and Bottoms",4.1,56.0,435.0
"Kurtas, Ethnic Sets and Bottoms",4.3,70.0,450.0
"Kurtas, Ethnic Sets and Bottoms",4.1,66.0,495.0
"Kurtas, Ethnic Sets and Bottoms",4.1,74.0,519.0
"Kurtas, Ethnic Sets and Bottoms",4.1,73.0,525.0
"Kurtas, Ethnic Sets and Bottoms",3.9,72.0,390.0
"Kurtas, Ethnic Sets and Bottoms",4.1,74.0,519.0
"Kurtas, Ethnic Sets and Bottoms",3.9,72.0,390.0
"Kurtas, Ethnic Sets and Bottoms",4.7,75.0,395.0
"Kurtas, Ethnic Sets and Bottoms",3.9,72.0,390.0
"Kurtas, Ethnic Sets and Bottoms",5.0,64.0,390.0
"Kurtas, Ethnic Sets and Bottoms",3.9,72.0,390.0
"Kurtas, Ethnic Sets and Bottoms",3.5,62.0,849.0
"Kurtas, Ethnic Sets and Bottoms",4.7,75.0,395.0
"Kurtas, Ethnic Sets and Bottoms",4.1,69.0,390.0
"Kurtas, Ethnic Sets and Bottoms",4.1,69.0,390.0
"Kurtas, Ethnic Sets and Bottoms",4.1,69.0,390.0
"Kurtas, Ethnic Sets and Bottoms",4.1,69.0,390.0
"Kurtas, Ethnic Sets and Bottoms",4.1,69.0,390.0
"Kurtas, Ethnic Sets and Bottoms",4.1,69.0,390.0
"Kurtas, Ethnic Sets and Bottoms",4.1,69.0,390.0
"Kurtas, Ethnic Sets and Bottoms",4.7,75.0,395.0
"Kurtas, Ethnic Sets and Bottoms",0.0,69.0,390.0
"Kurtas, Ethnic Sets and Bottoms",4.1,74.0,465.0
"Kurtas, Ethnic Sets and Bottoms",4.1,74.0,465.0
"Kurtas, Ethnic Sets and Bottoms",4.7,75.0,395.0
"Kurtas, Ethnic Sets and Bottoms",4.7,75.0,395.0
"Kurtas, Ethnic Sets and Bottoms",5.0,64.0,390.0
"Kurtas, Ethnic Sets and Bottoms",4.3,70.0,450.0
"Kurtas, Ethnic Sets and Bottoms",4.3,70.0,450.0
"Kurtas, Ethnic Sets and Bottoms",4.1,69.0,999.0
"Kurtas, Ethnic Sets and Bottoms",4.1,73.0,525.0
"Kurtas, Ethnic Sets and Bottoms",4.1,68.0,999.0
"Kurtas, Ethnic Sets and Bottoms",3.9,72.0,390.0
"Kurtas, Ethnic Sets and Bottoms",4.1,64.0,1799.0
"Kurtas, Ethnic Sets and Bottoms",4.1,64.0,1799.0
"Kurtas, Ethnic Sets and Bottoms",4.1,74.0,465.0
"Kurtas, Ethnic Sets and Bottoms",4.1,59.0,1499.0
"Kurtas, Ethnic Sets and Bottoms",4.1,49.0,1455.0
"Kurtas, Ethnic Sets and Bottoms",4.1,68.0,390.0
"Kurtas, Ethnic Sets and Bottoms",4.1,68.0,390.0
"Kurtas, Ethnic Sets and Bottoms",4.1,72.0,350.0
"Kurtas, Ethnic Sets and Bottoms",4.1,68.0,390.0
"Kurtas, Ethnic Sets and Bottoms",4.1,68.0,390.0
"Kurtas, Ethnic Sets and Bottoms",4.1,68.0,390.0
"Kurtas, Ethnic Sets and Bottoms",4.1,68.0,390.0
"Kurtas, Ethnic Sets and Bottoms",4.7,65.0,699.0
"Kurtas, Ethnic Sets and Bottoms",4.7,65.0,699.0
"Kurtas, Ethnic Sets and Bottoms",4.7,65.0,699.0
"Kurtas, Ethnic Sets and Bottoms",4.7,65.0,699.0
"Kurtas, Ethnic Sets and Bottoms",4.7,65.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.4,46.0,799.0
"Kurtas, Ethnic Sets and Bottoms",3.4,46.0,799.0
"Kurtas, Ethnic Sets and Bottoms",3.4,46.0,799.0
"Kurtas, Ethnic Sets and Bottoms",3.4,46.0,799.0
"Kurtas, Ethnic Sets and Bottoms",3.4,46.0,799.0
"Kurtas, Ethnic Sets and Bottoms",3.4,46.0,799.0
"Kurtas, Ethnic Sets and Bottoms",3.4,46.0,799.0
"Kurtas, Ethnic Sets and Bottoms",3.4,46.0,799.0
"Kurtas, Ethnic Sets and Bottoms",3.4,46.0,799.0
"Kurtas, Ethnic Sets and Bottoms",3.4,46.0,799.0
"Kurtas, Ethnic Sets and Bottoms",3.4,46.0,799.0
"Kurtas, Ethnic Sets and Bottoms",3.4,53.0,699.0
"Kurtas, Ethnic Sets and Bottoms",3.4,46.0,799.0
"Kurtas, Ethnic Sets and Bottoms",3.4,46.0,799.0
"Kurtas, Ethnic Sets and Bottoms",3.4,46.0,799.0
"Kurtas, Ethnic Sets and Bottoms",4.0,43.0,395.0
"Kurtas, Ethnic Sets and Bottoms",4.0,53.0,350.0
"Kurtas, Ethnic Sets and Bottoms",4.0,55.0,290.0
"Kurtas, Ethnic Sets and Bottoms",4.0,57.0,250.0
"Kurtas, Ethnic Sets and Bottoms",4.2,48.0,390.0
"Kurtas, Ethnic Sets and Bottoms",3.9,53.0,350.0
"Kurtas, Ethnic Sets and Bottoms",4.1,48.0,390.0
"Kurtas, Ethnic Sets and Bottoms",4.4,53.0,750.0
"Kurtas, Ethnic Sets and Bottoms",4.3,46.0,345.0
"Kurtas, Ethnic Sets and Bottoms",3.8,44.0,250.0
"Kurtas, Ethnic Sets and Bottoms",3.8,36.0,600.0
"Kurtas, Ethnic Sets and Bottoms",3.7,50.0,275.0
"Kurtas, Ethnic Sets and Bottoms",4.5,43.0,850.0
"Kurtas, Ethnic Sets and Bottoms",4.6,51.0,825.0
"Kurtas, Ethnic Sets and Bottoms",3.4,50.0,335.0
"Kurtas, Ethnic Sets and Bottoms",3.4,51.0,825.0
"Kurtas, Ethnic Sets and Bottoms",4.0,48.0,390.0
"Kurtas, Ethnic Sets and Bottoms",3.8,47.0,950.0
"Kurtas, Ethnic Sets and Bottoms",2.3,47.0,950.0
"Kurtas, Ethnic Sets and Bottoms",3.8,52.0,950.0
"Kurtas, Ethnic Sets and Bottoms",4.0,52.0,850.0
"Kurtas, Ethnic Sets and Bottoms",3.8,48.0,960.0
"Kurtas, Ethnic Sets and Bottoms",3.8,48.0,950.0
"Kurtas, Ethnic Sets and Bottoms",4.3,48.0,950.0
"Kurtas, Ethnic Sets and Bottoms",3.8,47.0,950.0
"Kurtas, Ethnic Sets and Bottoms",3.8,52.0,850.0
"Kurtas, Ethnic Sets and Bottoms",3.8,56.0,850.0
